,SourceName,TargetName,Weight,SourceID,TargetID,diceSim
273,TRA31_G3_TRE_tRNA_Pro.ab1,TRA3_E2_round1control_A2_TRE_tRNA_Pro_F.ab1,13,173,268,0
274,TRA31_G4_TRE_tRNA_Pro.ab1,TRA11_A5_round1control_E6_TRE_tRNA_Pro_F.ab1,2,85,175,0
275,TRA31_G5_TRE_tRNA_Pro.ab1,TRA20_C7_Round_2_control_D9_TRE_tRNA_Pro_F.ab1,3,86,239,0.5
276,TRA31_G5_TRE_tRNA_Pro.ab1,TRA24_C5_Round_2_control_F10_TRE_tRNA_Pro_F.ab1,2,86,44,0.142857143
277,TRA31_G7_TRE_tRNA_Pro.ab1,TRA9_C1_Round_2_control_E5_TRE_tRNA_Pro_F.ab1,3,108,116,0
278,TRA39_A1_round1control_D12_TRE_tRNA_Pro_F.ab1,TRA2_C7_TRE_tRNA_Pro.ab1,1,52,215,0
279,TRA39_A3_round1control_F12_TRE_tRNA_Pro_F.ab1,TRA21_G5_TRE_tRNA_Pro.ab1,5,53,254,0
280,TRA39_A3_round1control_F12_TRE_tRNA_Pro_F.ab1,TRA3_G1_Round_3_control_G2_TRE_tRNA_Pro_F.ab1,1,53,213,0
281,TRA39_A3_round1control_F12_TRE_tRNA_Pro_F.ab1,TRA9_E1_Round_3_contro_B5_TRE_tRNA_Pro_F.ab1,1,53,216,0
282,TRA39_A4_round1control_G12_TRE_tRNA_Pro_F.ab1,TRA15_A5_Round_2_control_B8_TRE_tRNA_Pro_F.ab1,4,130,187,0
