sampling.box,position,species,tissue.storage.location,preservation.method,reference.code,genbank.accession,museum.id,sample.source,fishing.vessel,vessel.registration,observer.code,field.no,trip,shot,tissue.type,fish.length,catch.depth,landing.date,month.caught,season.caught,year.caught,date.preserved,group,group2,location.country,location.stat.area,location.fma,location.qma,location.coordinate,location.latitude,location.longitude,exact.gps.known,radius,trip.picture,dna.extracted,extraction.start.date,extraction.round,dna.quantity,260.280,260.230,nanodrop.warning,repeat.extraction,tissue.remaining,extracted.dna.remaining,control.pcr.amplified,control.pcr.round,control.pcr.start.date,control.pcr.box.name,control.pcr.tube.number,control.sequenced,control.sequencing.round,control.successfully.sequenced,coi.pcr.amplified,coi.pcr.round,coi.pcr.start.date,coi.pcr.box.name,coi.pcr.tube.number,coi.sequenced,coi.sequencing.round,coi.successfully.sequenced,coi.sequence.available,subsample1,subsample2,subsample3
tra2,e2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,9,caudal fin,28,NA,12-08-18,august,winter,2018,12-08-2018,new zealand,,new zealand,042,FMA9,TRE7,37°30.6 S 174°35.3 E,-37.510000,174.588333,Y,5,NA,Y,03-10-2018,12,1659.50,2.107,2.311,none,Y,Y,Y,Y,1,22-03-19,pcr round 1 control final,3,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,,Y
tra2,e3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,9,caudal fin,24,NA,12-08-18,august,winter,2018,12-08-2018,new zealand,,new zealand,042,FMA9,TRE7,37°30.6 S 174°35.3 E,-37.510000,174.588333,Y,5,NA,Y,03-10-2018,12,2067.10,2.099,2.303,none,Y,Y,Y,Y,4,6-05-19,pcr round 4 control region,5,Y,4,N,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,e4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,9,caudal fin,27,NA,12-08-18,august,winter,2018,12-08-2018,new zealand,,new zealand,042,FMA9,TRE7,37°30.6 S 174°35.3 E,-37.510000,174.588333,Y,5,NA,Y,01-10-2018,11,1802.30,2.117,2.258,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,e5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,9,caudal fin,31,NA,12-08-18,august,winter,2018,12-08-2018,new zealand,,new zealand,042,FMA9,TRE7,37°30.6 S 174°35.3 E,-37.510000,174.588333,Y,5,NA,Y,03-10-2018,12,2946.00,2.064,2.347,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,e6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,16,caudal fin,35,NA,10-09-18,september,spring,2018,10-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°48.7 S 174°37.6 E,-37.811667,174.626667,Y,5,NA,Y,03-10-2018,12,1896.90,2.037,2.364,none,N,Y,Y,Y,6,5-04-19,pcr round 6 control region,3,Y,5/6,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,e7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,16,caudal fin,27,NA,10-09-18,september,spring,2018,10-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°48.7 S 174°37.6 E,-37.811667,174.626667,Y,5,NA,Y,03-10-2018,12,2215.60,2.059,2.382,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,e8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,16,caudal fin,33,NA,10-09-18,september,spring,2018,10-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°48.7 S 174°37.6 E,-37.811667,174.626667,Y,5,NA,Y,03-10-2018,12,441.85,2.086,2.366,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,e9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,16,caudal fin,34,NA,10-09-18,september,spring,2018,10-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°48.7 S 174°37.6 E,-37.811667,174.626667,Y,5,NA,Y,03-10-2018,12,1513.40,2.061,2.347,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,e10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,16,caudal fin,32,NA,10-09-18,september,spring,2018,10-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°48.7 S 174°37.6 E,-37.811667,174.626667,Y,5,NA,Y,03-10-2018,12,1050.00,2.119,2.380,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,18,caudal fin,32,NA,11-09-18,september,spring,2018,11-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°52.7 S 174°37.3 E,-37.878333,174.621667,Y,5,NA,Y,03-10-2018,12,1373.60,2.089,2.344,none,N,Y,Y,Y,2,3-04-19,pcr round 2 control region,5,Y,2,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,18,caudal fin,34,NA,11-09-18,september,spring,2018,11-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°52.7 S 174°37.3 E,-37.878333,174.621667,Y,5,NA,Y,03-10-2018,12,976.70,2.090,2.382,none,N,Y,Y,Y,4,6-05-19,pcr round 4 control region,6,Y,4,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,18,caudal fin,28,NA,11-09-18,september,spring,2018,11-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°52.7 S 174°37.3 E,-37.878333,174.621667,Y,5,NA,Y,03-10-2018,12,1361.10,2.095,2.365,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,18,caudal fin,32,NA,11-09-18,september,spring,2018,11-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°52.7 S 174°37.3 E,-37.878333,174.621667,Y,5,NA,Y,03-10-2018,12,2929.50,2.057,2.343,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,18,caudal fin,29,NA,11-09-18,september,spring,2018,11-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°52.7 S 174°37.3 E,-37.878333,174.621667,Y,5,NA,Y,03-10-2018,12,2132.60,2.070,2.312,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,20,caudal fin,26,NA,16-09-18,september,spring,2018,16-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°45.3 S 174°43.2 E,-37.755000,174.720000,Y,5,NA,Y,09-10-2018,15,1728.70,2.094,2.006,none,Y,Y,Y,Y,6,5-04-19,pcr round 6 control region,4,Y,5/6,N,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,20,caudal fin,29,NA,16-09-18,september,spring,2018,16-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°45.3 S 174°43.2 E,-37.755000,174.720000,Y,5,NA,Y,03-10-2018,12,1791.90,2.080,2.344,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,20,caudal fin,28,NA,16-09-18,september,spring,2018,16-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°45.3 S 174°43.2 E,-37.755000,174.720000,Y,5,NA,Y,03-10-2018,12,840.85,2.098,2.352,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,20,caudal fin,30,NA,16-09-18,september,spring,2018,16-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°45.3 S 174°43.2 E,-37.755000,174.720000,Y,5,NA,Y,03-10-2018,12,1945.30,2.052,2.330,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,g10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,20,caudal fin,27,NA,16-09-18,september,spring,2018,16-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°45.3 S 174°43.2 E,-37.755000,174.720000,Y,5,NA,Y,03-10-2018,12,302.90,2.209,2.303,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,i1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,22,caudal fin,31,NA,19-09-18,september,spring,2018,19-09-2018,new zealand,,new zealand,041,FMA9,TRE7,38°04.5 S 174°36.7 E,-38.075000,174.611667,Y,5,NA,Y,03-10-2018,12,1003.70,2.036,2.371,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,4,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,i2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,22,caudal fin,33,NA,19-09-18,september,spring,2018,19-09-2018,new zealand,,new zealand,041,FMA9,TRE7,38°04.5 S 174°36.7 E,-38.075000,174.611667,Y,5,NA,Y,03-10-2018,12,1519.80,2.154,2.297,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,5,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,i3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,22,caudal fin,35,NA,19-09-18,september,spring,2018,19-09-2018,new zealand,,new zealand,041,FMA9,TRE7,38°04.5 S 174°36.7 E,-38.075000,174.611667,Y,5,NA,Y,03-10-2018,12,723.95,2.052,2.353,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,6,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,Y,
tra2,i4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,22,caudal fin,30,NA,19-09-18,september,spring,2018,19-09-2018,new zealand,,new zealand,041,FMA9,TRE7,38°04.5 S 174°36.7 E,-38.075000,174.611667,Y,5,NA,Y,03-10-2018,12,967.50,2.063,2.306,none,N,Y,Y,Y,2,3-04-19,pcr round 2 control region,6,Y,2,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,i5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,22,caudal fin,37,NA,19-09-18,september,spring,2018,19-09-2018,new zealand,,new zealand,041,FMA9,TRE7,38°04.5 S 174°36.7 E,-38.075000,174.611667,Y,5,NA,Y,03-10-2018,12,612.95,2.057,2.308,none,N,Y,Y,Y,2,3-04-19,pcr round 2 control region,7,Y,2,Y,N,NA,NA,NA,NA,N,NA,NA,,,Y,
tra2,i6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,24,caudal fin,32,NA,20-09-18,september,spring,2018,20-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°56.7 S 174°36.3 E,-37.945000,174.605000,Y,5,NA,Y,03-10-2018,12,1195.60,2.048,2.359,none,N,Y,Y,Y,2,3-04-19,pcr round 2 control region,8,Y,2,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,i7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,24,caudal fin,33,NA,20-09-18,september,spring,2018,20-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°56.7 S 174°36.3 E,-37.945000,174.605000,Y,5,NA,Y,04-10-2018,13,1569.30,2.074,2.264,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,i8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,24,caudal fin,28,NA,20-09-18,september,spring,2018,20-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°56.7 S 174°36.3 E,-37.945000,174.605000,Y,5,NA,Y,04-10-2018,13,1403.90,2.179,2.338,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,i9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,24,caudal fin,32,NA,20-09-18,september,spring,2018,20-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°56.7 S 174°36.3 E,-37.945000,174.605000,Y,5,NA,Y,04-10-2018,13,1415.60,2.103,2.317,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra2,i10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,6235,smur,NA,5410,24,caudal fin,33,NA,20-09-18,september,spring,2018,20-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°56.7 S 174°36.3 E,-37.945000,174.605000,Y,5,NA,Y,04-10-2018,13,1360.50,2.170,2.346,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,1,caudal fin,30,NA,29-09-18,september,spring,2018,29-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°48 S 174°44 E,-37.800000,174.733333,Y,5,NA,Y,08-01-2019,41,2387.00,2.136,2.123,none,N,N,Y,Y,3,5-04-19,pcr round 3 control region,7,Y,3,Y,N,NA,NA,NA,NA,N,NA,NA,,Y,,
tra3,a2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,1,caudal fin,27,NA,29-09-18,september,spring,2018,29-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°48 S 174°44 E,-37.800000,174.733333,Y,5,NA,Y,08-01-2019,41,3839.80,1.981,2.199,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,1,caudal fin,35,NA,29-09-18,september,spring,2018,29-09-2018,new zealand,,new zealand,042,FMA9,TRE7,37°48 S 174°44 E,-37.800000,174.733333,Y,5,NA,Y,08-01-2019,41,64.30,2.041,4.287,bad purity ratio,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,3,caudal fin,26,NA,10-10-18,october,spring,2018,10-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°47 S 174°42 E,-37.783333,174.700000,Y,5,NA,Y,08-01-2019,41,1800.70,2.072,2.072,none,N,N,Y,Y,4,6-05-19,pcr round 4 control region,7,Y,4,N,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,3,caudal fin,27,NA,10-10-18,october,spring,2018,10-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°47 S 174°42 E,-37.783333,174.700000,Y,5,NA,Y,08-01-2019,41,3145.50,2.093,2.218,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,7,caudal fin,26,NA,19-10-18,october,spring,2018,19-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°49 S 174°44 E,-37.816667,174.733333,Y,5,NA,Y,08-01-2019,41,4924.00,2.121,2.229,none,N,N,Y,Y,3,5-04-19,pcr round 3 control region,8,Y,3,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,7,caudal fin,28,NA,19-10-18,october,spring,2018,19-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°49 S 174°44 E,-37.816667,174.733333,Y,5,NA,Y,08-01-2019,41,3122.40,2.126,2.230,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,7,caudal fin,27,NA,19-10-18,october,spring,2018,19-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°49 S 174°44 E,-37.816667,174.733333,Y,5,NA,Y,08-01-2019,41,2237.70,2.111,2.233,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,7,caudal fin,27,NA,19-10-18,october,spring,2018,19-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°49 S 174°44 E,-37.816667,174.733333,Y,5,NA,Y,08-01-2019,41,4050.20,2.111,2.189,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,a10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,7,caudal fin,28,NA,19-10-18,october,spring,2018,19-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°49 S 174°44 E,-37.816667,174.733333,Y,5,NA,Y,08-01-2019,41,1998.40,2.116,2.091,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,11,caudal fin,31,NA,20-10-18,october,spring,2018,20-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°57 S 174°43 E,-37.950000,174.716667,Y,5,NA,Y,08-01-2019,41,3282.00,2.098,2.192,none,N,N,Y,Y,3,5-04-19,pcr round 3 control region,9,Y,3,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,11,caudal fin,27,NA,20-10-18,october,spring,2018,20-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°57 S 174°43 E,-37.950000,174.716667,Y,5,NA,Y,08-01-2019,41,3443.50,2.069,2.244,none,N,N,Y,Y,4,6-05-19,pcr round 4 control region,8,Y,4,N,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,11,caudal fin,27,NA,20-10-18,october,spring,2018,20-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°57 S 174°43 E,-37.950000,174.716667,Y,5,NA,Y,08-01-2019,41,3066.70,2.110,2.110,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,11,caudal fin,27,NA,20-10-18,october,spring,2018,20-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°57 S 174°43 E,-37.950000,174.716667,Y,5,NA,Y,08-01-2019,41,3658.20,2.126,2.108,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,11,caudal fin,26,NA,20-10-18,october,spring,2018,20-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°57 S 174°43 E,-37.950000,174.716667,Y,5,NA,Y,08-01-2019,41,3070.60,2.142,2.191,none,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,11,caudal fin,26,NA,20-10-18,october,spring,2018,20-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°57 S 174°43 E,-37.950000,174.716667,Y,5,NA,Y,08-01-2019,41,2892.40,2.136,2.196,none,N,N,Y,Y,6,5-04-19,pcr round 6 control region,5,Y,5/6,N,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c7,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,13,caudal fin,40,NA,21-10-18,october,spring,2018,21-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°49 S 174°44 E,-37.816667,174.733333,Y,5,NA,Y,08-01-2019,41,8481.50,2.114,1.585,bad purity ratio,N,N,N,Y,6,5-04-19,pcr round 6 control region,5,Y,5/6,Y,N,NA,NA,NA,NA,N,NA,NA,,,Y,
tra3,c8,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,13,caudal fin,33,NA,21-10-18,october,spring,2018,21-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°49 S 174°44 E,-37.816667,174.733333,Y,5,NA,Y,08-01-2019,42,3057.00,2.071,1.767,bad purity ratio,N,N,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c9,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,13,caudal fin,29,NA,21-10-18,october,spring,2018,21-10-2018,new zealand,,new zealand,042,FMA9,TRE7,37°49 S 174°44 E,-37.816667,174.733333,Y,5,NA,Y,08-01-2019,42,2353.70,2.057,2.256,none,N,Y,Y,N,NA,NA,NA,NA,N,NA,,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,c10,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,20,caudal fin,31,NA,23-10-18,october,spring,2018,23-10-2018,new zealand,,new zealand,041,FMA8,TRE7,38°02 S 174°42 E,-38.033333,174.700000,Y,5,NA,Y,08-01-2019,42,1650.90,2.076,2.259,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,7,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,Y,,Y
tra3,e1,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,20,caudal fin,35,NA,23-10-18,october,spring,2018,23-10-2018,new zealand,,new zealand,041,FMA8,TRE7,38°02 S 174°42 E,-38.033333,174.700000,Y,5,NA,Y,08-01-2019,42,1604.40,2.113,2.223,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,8,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,,Y
tra3,e2,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,20,caudal fin,33,NA,23-10-18,october,spring,2018,23-10-2018,new zealand,,new zealand,041,FMA8,TRE7,38°02 S 174°42 E,-38.033333,174.700000,Y,5,NA,Y,08-01-2019,42,1456.60,2.097,2.058,none,N,Y,Y,Y,1,22-03-19,pcr round 1 control final,9,Y,1,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,e3,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,20,caudal fin,34,NA,23-10-18,october,spring,2018,23-10-2018,new zealand,,new zealand,041,FMA8,TRE7,38°02 S 174°42 E,-38.033333,174.700000,Y,5,NA,Y,08-01-2019,42,2709.50,2.108,2.199,none,N,Y,Y,Y,2,3-04-19,pcr round 2 control region,9,Y,2,Y,N,NA,NA,NA,NA,N,NA,NA,,,,Y
tra3,e4,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,20,caudal fin,33,NA,23-10-18,october,spring,2018,23-10-2018,new zealand,,new zealand,041,FMA8,TRE7,38°02 S 174°42 E,-38.033333,174.700000,Y,5,NA,Y,08-01-2019,42,2822.60,2.114,2.151,none,N,Y,Y,Y,2,3-04-19,pcr round 2 control region,10,Y,2,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
tra3,e5,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,20,caudal fin,28,NA,23-10-18,october,spring,2018,23-10-2018,new zealand,,new zealand,041,FMA8,TRE7,38°02 S 174°42 E,-38.033333,174.700000,Y,5,NA,Y,08-01-2019,42,2050.30,2.119,2.101,none,N,Y,Y,Y,2,3-04-19,pcr round 2 control region,11,Y,2,Y,N,NA,NA,NA,NA,N,NA,NA,,Y,Y,Y
tra3,e6,P. georgianus,-80°C freezer in TTR304,high salt DMSO solution,NA,NA,NA,mpi,noeline,NA,NA,NA,5466,22,caudal fin,27,NA,24-10-18,october,spring,2018,24-10-2018,new zealand,,new zealand,041,FMA8,TRE7,38°04 S 174°39 E,-38.066667,174.650000,Y,5,NA,Y,08-01-2019,42,5475.00,2.144,2.269,none,N,N,Y,Y,3,5-04-19,pcr round 3 control region,10,Y,3,Y,N,NA,NA,NA,NA,N,NA,NA,,,,
